"id_play","offense_play","offense_conference","defense_play","defense_conference","home","away","offense_score","defense_score","game_id","drive_id","drive_number","play_number","period","clock.minutes","clock.seconds","offense_timeouts","defense_timeouts","yard_line","yards_to_goal","down","distance","scoring","yards_gained","play_type","play_text","ppa","wallclock","spread.x","formatted_spread.x","over_under.x","spread.y","formatted_spread.y","over_under.y","orig_drive_number","drive_scoring","drive_start_period","drive_start_yards_to_goal","drive_end_period","drive_end_yards_to_goal","drive_yards","drive_result","drive_is_home_offense","drive_start_offense_score","drive_start_defense_score","drive_end_offense_score","drive_end_defense_score","drive_time_minutes_start","drive_time_seconds_start","drive_time_minutes_end","drive_time_seconds_end","drive_time_minutes_elapsed","drive_time_seconds_elapsed","drive_pts","season","wk"
"401532572101854501","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,0,401532572,4015325722,1,1,1,14,54,3,3,65,65,1,10,FALSE,31,"Kickoff","Ethan Gettman kickoff for 65 yds , Jacob De Jesus return for 31 yds to the UNLV 31",NA,"2023-09-02T20:05:24.000Z",NA,NA,NA,NA,NA,NA,1,TRUE,1,69,1,3,69,"TD",TRUE,0,0,7,0,14,40,0,0,0,0,7,2023,1
"401532572101855901","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325722,1,2,1,14,40,3,3,31,69,1,10,TRUE,69,"Rushing Touchdown","Vincent Davis Jr. run for 69 yds for a TD (Jose Pizano KICK)","5.6072910051150497","2023-09-02T20:05:24.000Z",NA,NA,NA,NA,NA,NA,1,TRUE,1,69,1,3,69,"TD",TRUE,0,0,7,0,14,40,0,0,0,0,7,2023,1
"401532572101858301","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325724,2,1,1,14,16,3,3,35,65,1,10,FALSE,15,"Kickoff","Jose Pizano kickoff for 65 yds , Anthony Frederick return for 15 yds to the BRY 15",NA,"2023-09-02T20:07:14.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101887201","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,7,401532572,4015325724,2,2,1,11,27,3,3,59,59,4,1,FALSE,0,"Rush",NA,"-0.5112883607031327","2023-09-02T20:05:24.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101000001","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,7,401532572,4015325724,2,3,1,0,0,3,3,85,85,1,10,FALSE,8,"Pass Reception","Zevi Eckhaus pass complete to Anthony Frederick for 8 yds to the BRY 23","0.6856189176956029","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101000002","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,7,401532572,4015325724,2,4,1,0,0,3,3,77,77,2,2,FALSE,9,"Pass Reception","Zevi Eckhaus pass complete to Jalen Powell for 9 yds to the BRY 32 for a 1ST down","0.4160319165377473","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101000003","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,7,401532572,4015325724,2,5,1,0,0,3,3,68,68,1,10,FALSE,2,"Rush","Fabrice Mukendi run for 2 yds to the BRY 34","-0.5836824413377926","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101000004","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,7,401532572,4015325724,2,6,1,0,0,3,3,66,66,2,8,FALSE,3,"Rush","Zevi Eckhaus run for 3 yds to the BRY 37","-0.2883912835709106","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101000005","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,7,401532572,4015325724,2,7,1,0,0,3,3,63,63,3,5,FALSE,4,"Pass Reception","Zevi Eckhaus pass complete to Landon Ruggieri for 4 yds to the BRY 41","-0.0973271987463046","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,2,FALSE,1,85,2,59,26,"DOWNS",FALSE,0,7,0,7,0,0,11,27,2,49,0,2023,1
"401532572101915001","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325725,3,1,1,8,49,3,3,82,18,1,10,TRUE,18,"Rushing Touchdown","Jai'Den Thomas 18 Yd Run (Andre Meono Kick)","2.591792709070591","2023-09-02T20:05:24.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101000006","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325725,3,2,1,0,0,3,3,59,41,1,10,FALSE,2,"Rush","Donavyn Lester run for 2 yds to the BRY 39","-0.4734810315767391","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101000007","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325725,3,3,1,0,0,3,3,61,39,2,8,FALSE,3,"Rush","Jai'Den Thomas run for 3 yds to the BRY 36","-0.3357687038401435","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101000008","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325725,3,4,1,0,0,3,3,64,36,3,5,FALSE,6,"Pass Reception","Doug Brumfield pass complete to Senika McKie for 6 yds to the BRY 30 for a 1ST down","1.235526228390631","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101000009","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325725,3,5,1,0,0,3,3,70,30,1,10,FALSE,4,"Pass Reception","Doug Brumfield pass complete to Senika McKie for 4 yds to the BRY 26","-0.049162128193405","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101000010","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325725,3,6,1,0,0,3,3,74,26,2,6,FALSE,3,"Rush","Donavyn Lester run for 3 yds to the BRY 23","-0.186220358459730","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101000011","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",7,0,401532572,4015325725,3,7,1,0,0,3,3,77,23,3,3,FALSE,5,"Rush","Courtney Reese run for 5 yds to the BRY 18 for a 1ST down","0.457832910505315","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,3,TRUE,1,41,2,3,41,"TD",TRUE,7,0,14,0,0,0,0,0,2,38,7,2023,1
"401532572101915501","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325727,4,1,1,8,44,3,3,35,65,1,10,FALSE,12,"Kickoff","Jose Pizano kickoff for 60 yds , Koby Keenan return for 12 yds to the BRY 17",NA,"2023-09-02T20:27:59.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101967701","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,14,401532572,4015325727,4,2,1,3,22,3,3,35,35,4,5,FALSE,52,"Field Goal Missed","Ethan Gettman 52 yd FG MISSED",NA,"2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000012","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,3,1,0,0,3,3,83,83,1,10,FALSE,6,"Rush","Fabrice Mukendi run for 6 yds to the BRY 23","0.2630652541633021","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000013","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,4,1,0,0,3,3,77,77,2,4,FALSE,15,"Pass Reception","Zevi Eckhaus pass complete to Landon Ruggieri for 15 yds to the BRY 38 for a 1ST down","1.3191136877088647","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000014","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,5,1,0,0,3,3,62,62,1,10,FALSE,0,"Rush",NA,"-1.0879950771673279","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000015","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,6,1,0,0,3,3,62,62,2,10,FALSE,4,"Rush","Fabrice Mukendi run for 4 yds to the BRY 42","-0.1262455018542790","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000016","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,7,1,0,0,3,3,58,58,3,6,FALSE,5,"Pass Reception","Zevi Eckhaus pass complete to Matthew Prochaska for 5 yds to the BRY 47","0.0610084304594656","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000017","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,8,1,0,0,3,3,53,53,4,1,FALSE,2,"Rush","Zevi Eckhaus run for 2 yds to the BRY 49 for a 1ST down","2.1828685853486929","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000018","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,9,1,0,0,3,3,51,51,1,10,FALSE,0,"Pass Incompletion","pass incomplete to Jalen Powell","-1.1301991718133413","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000019","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,10,1,0,0,3,3,51,51,2,10,FALSE,11,"Pass Reception","Zevi Eckhaus pass complete to Anthony Frederick for 11 yds to the UNLV 40 for a 1ST down","1.8645172317689393","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000020","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,11,1,0,0,3,3,40,40,1,10,FALSE,2,"Rush","Simi Bakare run for 2 yds to the UNLV 38","-0.4549295700351248","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000021","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,12,1,0,0,3,3,38,38,2,8,FALSE,3,"Pass Reception","Zevi Eckhaus pass complete to Simi Bakare for 3 yds to the UNLV 35","-0.3241110608303579","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101000022","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,13,401532572,4015325727,4,13,1,0,0,3,3,35,35,3,5,FALSE,0,"Pass Incompletion","Zevi Eckhaus pass incomplete to Matthew Prochaska, broken up by Johnathan Baldwin","-1.0353479355691633","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,4,FALSE,1,83,2,35,48,"MISSED FG",FALSE,0,13,0,14,0,0,3,22,5,22,0,2023,1
"401532572101967702","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,1,1,3,22,3,3,64,36,1,10,FALSE,6,"Pass Reception","Doug Brumfield pass complete to Jacob De Jesus for 6 yds to the BRY 30","0.239517661500843","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101967703","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,2,1,3,22,3,3,70,30,2,4,FALSE,0,"Pass Incompletion","pass incomplete to Senika McKie","-0.724142753191858","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101967704","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,3,1,3,22,3,3,70,30,3,4,FALSE,7,"Pass Reception","Doug Brumfield pass complete to Landon Rogers for 7 yds to the BRY 23 for a 1ST down","0.8314255086335825","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101967705","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,4,1,3,22,3,3,77,23,1,10,FALSE,0,"Pass Incompletion","pass incomplete to Ricky White","-0.4181180581276075","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101967706","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,5,1,3,22,3,3,77,23,2,10,FALSE,-10,"Rush","UNLV Penalty, Offensive holding (Anton Ambuehl) to the BRY 33","-2.466296687335200","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101967707","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,6,1,3,22,3,3,67,33,2,20,FALSE,2,"Pass Reception","Doug Brumfield pass complete to Jacob De Jesus for 2 yds to the BRY 31","-0.5821177015887109","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101967708","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",14,0,401532572,4015325728,5,7,1,3,22,3,3,69,31,3,18,FALSE,0,"Pass Incompletion","pass incomplete to Ricky White","-0.9432418866130696","2023-09-02T20:35:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101989301","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",17,0,401532572,4015325728,5,8,1,1,6,3,3,69,31,4,18,TRUE,48,"Field Goal Good","Jose Pizano 48 Yd Field Goal ",NA,"2023-09-02T20:39:16.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101000023","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",13,0,401532572,4015325728,5,9,1,0,0,3,3,35,65,1,10,FALSE,29,"Pass Reception","Doug Brumfield pass complete to Jacob De Jesus for 29 yds to the BRY 36 for a 1ST down","2.2319389156775388","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,5,TRUE,1,36,2,65,-29,"FG",TRUE,13,0,17,0,0,0,0,0,2,16,3,2023,1
"401532572101989801","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",17,0,401532572,40153257210,6,1,1,1,1,3,3,35,65,1,10,FALSE,23,"Kickoff","Jose Pizano kickoff for 65 yds , Anthony Frederick return for 23 yds to the BRY 23",NA,"2023-09-02T20:40:07.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572101000024","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,2,1,0,0,3,3,77,77,1,10,FALSE,-5,"Penalty","Bryant Penalty, delay of game (Zevi Eckhaus) to the BRY 18",NA,"2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572101000025","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,3,1,0,0,3,3,82,82,1,15,FALSE,5,"Rush","Fabrice Mukendi run for 5 yds to the BRY 23","0.03601600651180803","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572101000026","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,4,1,0,0,3,3,77,77,2,10,FALSE,7,"Pass Reception","Zevi Eckhaus pass complete to Landon Ruggieri for 7 yds to the BRY 30","0.28760399331917963","2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572101989802","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,5,1,0,0,3,3,77,77,0,10,FALSE,0,"End Period","End of 1st Quarter",NA,"2023-09-02T20:42:00.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102854301","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,6,2,14,56,3,3,70,70,3,3,FALSE,5,"Pass Reception","Zevi Eckhaus pass complete to Landon Ruggieri for 5 yds to the BRY 35 for a 1ST down","1.32256667729165753","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102856001","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,7,2,14,39,3,3,65,65,1,10,FALSE,10,"Rush","Fabrice Mukendi run for 10 yds to the BRY 45 for a 1ST down","0.9661037733749698","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102865801","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,8,2,13,41,3,3,55,55,1,10,FALSE,1,"Pass Reception","Zevi Eckhaus pass complete to Landon Ruggieri for 1 yd to the BRY 46","-0.9265072803619887","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102869901","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,9,2,13,0,3,3,54,54,2,9,FALSE,7,"Rush","Fabrice Mukendi run for 7 yds to the UNLV 47","0.6011116470135391","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102878301","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,10,2,12,16,3,3,47,47,3,2,FALSE,0,"Rush",NA,"-1.1445519741373324","2023-09-02T20:48:04.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102885801","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,11,2,11,41,3,3,47,47,4,2,FALSE,-5,"Penalty","Bryant Penalty, false start (Michael McNish) to the BRY 48",NA,"2023-09-02T20:49:32.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102886801","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257210,6,12,2,11,31,3,3,52,52,4,7,FALSE,0,"Punt","Ethan Gettman punt for 52 yds",NA,"2023-09-02T20:49:46.000Z",NA,NA,NA,NA,NA,NA,6,FALSE,1,77,2,52,25,"PUNT",FALSE,0,17,0,17,0,0,11,31,4,44,0,2023,1
"401532572102888301","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",17,0,401532572,40153257211,7,1,2,11,16,3,3,20,80,1,10,FALSE,6,"Rush","Donavyn Lester run for 6 yds to the UNLV 26","0.2888240217992033","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,7,FALSE,2,80,2,74,6,"PUNT",TRUE,17,0,17,0,11,16,10,11,1,10,0,2023,1
"401532572102894801","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",17,0,401532572,40153257211,7,2,2,10,51,3,3,26,74,2,4,FALSE,0,"Rush",NA,"-0.71166198957218095","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,7,FALSE,2,80,2,74,6,"PUNT",TRUE,17,0,17,0,11,16,10,11,1,10,0,2023,1
"401532572102898401","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",17,0,401532572,40153257211,7,3,2,10,15,3,3,26,74,3,4,FALSE,0,"Pass Incompletion","pass incomplete to Timothy Conerly","-0.33629809352282258","2023-09-02T20:53:16.000Z",NA,NA,NA,NA,NA,NA,7,FALSE,2,80,2,74,6,"PUNT",TRUE,17,0,17,0,11,16,10,11,1,10,0,2023,1
"401532572102898801","UNLV","Mountain West","Bryant","Big South-OVC","UNLV","Bryant",17,0,401532572,40153257211,7,4,2,10,11,3,3,26,74,4,4,FALSE,0,"Punt","Marshall Nichols punt for 41 yds",NA,"2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,7,FALSE,2,80,2,74,6,"PUNT",TRUE,17,0,17,0,11,16,10,11,1,10,0,2023,1
"401532572102899501","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,1,2,10,4,3,3,67,67,1,10,FALSE,2,"Rush","Simi Bakare run for 2 yds to the BRY 35","-0.6004584738687671","2023-09-02T20:55:33.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102907701","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,2,2,9,22,3,3,65,65,2,8,FALSE,5,"Rush","Zevi Eckhaus run for 5 yds to the BRY 40","0.0768616630712886","2023-09-02T20:56:01.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102915801","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,3,2,8,41,3,3,60,60,3,3,FALSE,4,"Rush","Kyle Cichanowsky run for 4 yds to the BRY 44 for a 1ST down","1.5824706985593213","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102919701","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,4,2,8,2,3,3,56,56,1,10,FALSE,7,"Rush","Kyle Cichanowsky run for 7 yds to the UNLV 49","0.6703928066087635","2023-09-02T20:57:16.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102927701","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,5,2,7,22,3,3,49,49,2,3,FALSE,5,"Pass Reception","Zevi Eckhaus pass complete to Landon Ruggieri for 5 yds to the UNLV 44 for a 1ST down","0.2869076172605212","2023-09-02T20:43:17.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102935301","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,6,2,6,46,3,3,44,44,1,10,FALSE,26,"Rush","Zevi Eckhaus run for 26 yds to the UNLV 18 for a 1ST down","0.8210896484394303","2023-09-02T20:59:17.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102939201","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,7,2,6,7,3,3,18,18,1,10,FALSE,10,"Rush","Zevi Eckhaus run for 10 yds to the UNLV 8 for a 1ST down","0.272193140370899","2023-09-02T20:59:37.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
"401532572102947301","Bryant","Big South-OVC","UNLV","Mountain West","UNLV","Bryant",0,17,401532572,40153257212,8,8,2,5,26,3,3,8,8,1,8,FALSE,1,"Rush","Fabrice Mukendi run for 1 yd to the UNLV 7","-0.287548899318045","2023-09-02T21:00:06.000Z",NA,NA,NA,NA,NA,NA,8,FALSE,2,67,2,1,61,"DOWNS",FALSE,0,17,0,17,10,4,4,3,6,10,0,2023,1
